電柱番号,設置付近住所,町会名,管理番号,緯度,経度
下石塚359,石塚町861,石塚町(下),096-109,36.34992683,139.5583113
下石塚030,石塚町650-1,石塚町(下),096-110,36.34764602,139.5613133
下石塚054,石塚町782,石塚町(下),096-111,36.34971272,139.5627848
下石塚426,石塚町1497,石塚町(下),096-112,36.35377482,139.5643395
下石塚505,石塚町1247,石塚町(上),097-001,36.35572176,139.5602581
上石127,石塚町1280,石塚町(上),097-002,36.35833782,139.5592917
下石塚523,石塚町1280,石塚町(上),097-003,36.3555817,139.557977
下石塚521,石塚町1280,石塚町(上),097-004,36.35565337,139.5587299
下石塚522,石塚町1280,石塚町(上),097-005,36.35560647,139.5582083
下石塚519,石塚町1280,石塚町(上),097-006,36.35569342,139.5591374
下石塚524,石塚町1283-1,石塚町(上),097-007,36.35554534,139.5575722
石塚012,石塚町1367,石塚町(上),097-008,36.35962794,139.5612445
石塚102,石塚町1372,石塚町(上),097-009,36.35817837,139.5610205
石塚103,石塚町1372-1,石塚町(上),097-010,36.35822088,139.5601366
石塚008,石塚町1386-10,石塚町(上),097-011,36.35814622,139.5616218
石塚006,石塚町1389,石塚町(上),097-012,36.35727571,139.5618346
石塚002,石塚町1403-1,石塚町(上),097-013,36.35600251,139.5620404
下石塚503,石塚町1408-2,石塚町(上),097-014,36.35570646,139.5609356
下石塚049,石塚町1524-3,石塚町(上),097-015,36.35509845,139.5624796
下石塚484,石塚町1541,石塚町(上),097-016,36.3546297,139.5645131
石塚285,石塚町1555,石塚町(上),097-017,36.35637864,139.5627304
石塚208,石塚町1583,石塚町(上),097-018,36.35791425,139.5627028
石塚214,石塚町1587-3,石塚町(上),097-019,36.35831506,139.5621156
井戸の内212,石塚町1599-4,石塚町(上),097-020,36.35935191,139.5627269
井戸の内210,石塚町1603-3,石塚町(上),097-021,36.35903894,139.563898
井戸の内214,石塚町1611-4,石塚町(上),097-022,36.35832979,139.5636866
井戸の内208,石塚町1694,石塚町(上),097-023,36.35987271,139.5641442
井戸の内209,石塚町1695,石塚町(上),097-024,36.35946076,139.5639927
井戸の内117,石塚町1716,石塚町(上),097-025,36.36181633,139.5640417
井戸の内109,石塚町1717,石塚町(上),097-026,36.36125446,139.5641101
井戸の内006,石塚町1722,石塚町(上),097-027,36.36079371,139.5639828
井戸の内007,石塚町1722,石塚町(上),097-028,36.3607554,139.5643392
井戸の内113,石塚町1725,石塚町(上),097-029,36.36149971,139.5651589
井戸の内010,石塚町1731,石塚町(上),097-030,36.36056233,139.565695
井戸の内313,石塚町1805,石塚町(上),097-031,36.36287635,139.5681689
井戸の内501,石塚町1814,石塚町(上),097-032,36.3635712,139.5683621
井戸の内504,石塚町1818,石塚町(上),097-033,36.36364288,139.5671161
井戸の内311,石塚町1822,石塚町(上),097-034,36.36202888,139.5678786
下町819,石塚町1840,石塚町(上),097-035,36.36355537,139.5687799
井戸の内508,石塚町1878,石塚町(上),097-036,36.36388785,139.5655849
石塚415,石塚町2144-2,石塚町(上),097-037,36.36380993,139.5613353
井戸の内517,石塚町2160,石塚町(上),097-038,36.3642466,139.5616954
石塚406,石塚町2172,石塚町(上),097-039,36.36262536,139.5616739
石塚019,石塚町2197-2,石塚町(上),097-040,36.36151552,139.5604018
石塚017,石塚町2199-2,石塚町(上),097-041,36.36124611,139.560982
石塚402,石塚町2203,石塚町(上),097-042,36.36190689,139.5613256
石塚404,石塚町2204,石塚町(上),097-043,36.36188797,139.561688
井戸の内106,石塚町2216,石塚町(上),097-044,36.36199574,139.563149
井戸の内004,石塚町2223-1,石塚町(上),097-045,36.3609306,139.5628602
井戸の内203,石塚町2225,石塚町(上),097-046,36.36026458,139.5627869
井戸の内417,石塚町1202,石塚町（上）,097-047,36.35755076,139.5656204
石塚215,石塚町2244,石塚町(上),097-048,36.35967546,139.5620478
石塚015,石塚町2250,石塚町(上),097-049,36.3605023,139.5609443
石塚135,石塚町2252-1,石塚町(上),097-050,36.36040649,139.5604294
石塚137,石塚町2260-12,石塚町(上),097-051,36.36097776,139.5600157
石塚138,石塚町2263,石塚町(上),097-052,36.36089194,139.5594197
石塚110,石塚町2267,石塚町(上),097-053,36.36002404,139.560253
石塚125,石塚町2281,石塚町(上),097-054,36.35995984,139.5597697
石塚106,石塚町2284,石塚町(上),097-055,36.35913575,139.5604894
石塚108,石塚町2292-1,石塚町(上),097-056,36.35888637,139.5595447
上石125,石塚町2310-6,石塚町(上),097-057,36.35841503,139.5580246
上石126,石塚町2310-6,石塚町(上),097-058,36.35844335,139.5586223
上石119,石塚町2313-6,石塚町(上),097-059,36.35812667,139.5573425
上石279,石塚町2318-11,石塚町(上),097-060,36.35922074,139.5568846
上石659A,石塚町2321,石塚町(上),097-061,36.36081299,139.5563708
石塚118,石塚町2323,石塚町(上),097-062,36.35992562,139.5573124
石塚168,石塚町2333,石塚町(上),097-063,36.36134378,139.5567348
石塚116,石塚町2334,石塚町(上),097-064,36.36082528,139.5574373
石塚164,石塚町2338,石塚町(上),097-065,36.3613577,139.5573345
石塚158,石塚町2341-2,石塚町(上),097-066,36.3603506,139.5586956
井戸の内213,,石塚町(上),097-067,36.35868279,139.5638319
石塚113,石塚町2369-2,石塚町(上),097-068,36.36096717,139.5585442
石塚115,石塚町2369-8,石塚町(上),097-069,36.36103608,139.5581348
石塚141,石塚町2379,石塚町(上),097-070,36.36206679,139.5587733
石塚139,石塚町2380,石塚町(上),097-071,36.36153715,139.5591807
石塚127,石塚町2412-2,石塚町(上),097-072,36.36262282,139.5580431
石塚152,石塚町2412-2,石塚町(上),097-073,36.36272945,139.5575419
石塚154,石塚町2416,石塚町(上),097-074,36.362157,139.5573598
石塚155,石塚町2416-7,石塚町(上),097-075,36.36186842,139.557362
石塚171,石塚町2419-6,石塚町(上),097-076,36.36165012,139.5569307
石塚142,石塚町2451,石塚町(上),097-077,36.36251758,139.5584491
上石219,石塚町568,石塚町(上),097-078,36.36110296,139.5548726
上石026,石塚町568-13,石塚町(上),097-079,36.35732401,139.5564861
上石213,石塚町568-99,石塚町(上),097-080,36.36139289,139.5555659
井戸の内002,石塚町2228-1,石塚町(上),097-081,36.36095229,139.5620492
井戸の内407,石塚町1664-2,石塚町（上）,097-082,36.36065431,139.5671712
上石230,石塚町568,石塚町(緑),098-001,36.36021387,139.5552223
上石025,石塚町568-13,石塚町(緑),098-002,36.35731593,139.5561501
上石273,石塚町568-13,石塚町(緑),098-003,36.35928814,139.5556712
上石104,石塚町568-13,石塚町(緑),098-004,36.36022556,139.5562596
上石271,石塚町568-13,石塚町(緑),098-005,36.35996195,139.5556445
上石270,石塚町568-13,石塚町(緑),098-006,36.36014977,139.5556397
上石024,石塚町568-13,石塚町(緑),098-007,36.35730115,139.5558013
上石103,石塚町568-16,石塚町(緑),098-008,36.36083886,139.5562132
上石267,石塚町568-16,石塚町(緑),098-009,36.36089772,139.5555973
上石269,石塚町568-16,石塚町(緑),098-010,36.36049051,139.5557825
上石269,石塚町568-16,石塚町(緑),098-011,36.36051225,139.5560233
上石268,石塚町568-16,石塚町(緑),098-012,36.36078383,139.5558825
上石237,石塚町568-33,石塚町(緑),098-013,36.35832136,139.5549021
上石232,石塚町568-33,石塚町(緑),098-014,36.35895823,139.5544899
上石231,石塚町568-33,石塚町(緑),098-015,36.35885796,139.5552426
上石234,石塚町568-33,石塚町(緑),098-016,36.35869239,139.5549301
上石237,石塚町568-33,石塚町(緑),098-017,36.35831073,139.5545163
上石236,石塚町568-33,石塚町(緑),098-018,36.35837991,139.5553137
上石235,石塚町568-33,石塚町(緑),098-019,36.35856961,139.5547626
上石235,石塚町568-33,石塚町(緑),098-020,36.35847959,139.5545021
上石228,石塚町568-33,石塚町(緑),098-021,36.35958483,139.5546601
上石229,石塚町568-33,石塚町(緑),098-022,36.35905621,139.5550771
上石228,石塚町568-33,石塚町(緑),098-023,36.35955198,139.5544871
上石232,石塚町568-33,石塚町(緑),098-024,36.35887211,139.5545835
上石237,石塚町568-33,石塚町(緑),098-025,36.35838135,139.5544974
上石235,石塚町568-33,石塚町(緑),098-026,36.35869048,139.5544974
上石248,石塚町568-63,石塚町(緑),098-027,36.36056633,139.5544001
上石224,石塚町568-63,石塚町(緑),098-028,36.36045804,139.5554259
上石247,石塚町568-63,石塚町(緑),098-029,36.36081461,139.5543912
上石229,石塚町568-63,石塚町(緑),098-030,36.35925119,139.5547427
上石228,石塚町568-63,石塚町(緑),098-031,36.35969723,139.554476
上石228,石塚町568-63,石塚町(緑),098-032,36.35943283,139.5548337
上石229,石塚町568-63,石塚町(緑),098-033,36.35915043,139.5547824
上石270,石塚町568-63,石塚町(緑),098-034,36.36022728,139.55595
上石249,石塚町568-63,石塚町(緑),098-035,36.35977537,139.5548201
上石230,石塚町568-63,石塚町(緑),098-036,36.36010864,139.5544659
上石230,石塚町568-63,石塚町(緑),098-037,36.36019975,139.5547698
上石229,石塚町568-63,石塚町(緑),098-038,36.35902402,139.5547201
上石225,石塚町568-63,石塚町(緑),098-039,36.36045803,139.5546859
上石225,石塚町568-63,石塚町(緑),098-040,36.36045052,139.5550209
上石247,石塚町568-63,石塚町(緑),098-041,36.36076466,139.5546911
上石268,石塚町568-63,石塚町(緑),098-042,36.36075968,139.555185
上石229,石塚町568-63,石塚町(緑),098-043,36.35932287,139.5547551
上石237,石塚町568-68,石塚町(緑),098-044,36.35822129,139.5545035
上石241,石塚町568-68,石塚町(緑),098-045,36.35813082,139.5553226
上石023,石塚町568-68,石塚町(緑),098-046,36.35718671,139.5553451
上石240,石塚町568-68,石塚町(緑),098-047,36.35743338,139.554956
上石241,石塚町568-68,石塚町(緑),098-048,36.35794079,139.5545302
上石239,石塚町568-68,石塚町(緑),098-049,36.35763,139.5548624
上石241,石塚町568-68,石塚町(緑),098-050,36.35789693,139.5553162
上石240,石塚町568-68,石塚町(緑),098-051,36.35719622,139.5548999
上石241,石塚町568-68,石塚町(緑),098-052,36.35795306,139.5548427
上石239,石塚町568-68,石塚町(緑),098-053,36.35771164,139.554896
上石238,石塚町568-68,石塚町(緑),098-054,36.35764256,139.5553034
上石241,石塚町568-68,石塚町(緑),098-055,36.35807719,139.5545061
上石241,石塚町568-68,石塚町(緑),098-056,36.35786753,139.5548824
上石240,石塚町568-68,石塚町(緑),098-057,36.35716924,139.5545377
上石226,石塚町568-82,石塚町(緑),098-058,36.35972367,139.5555311
上石226,石塚町568-82,石塚町(緑),098-059,36.35970898,139.5553773
上石269,石塚町568-87,石塚町(緑),098-060,36.36038527,139.5558748
上石230,石塚町568-63,石塚町（緑）,098-061,36.36019058,139.555012
上石230,石塚町586-63,石塚町（緑）,098-062,36.35991279,139.554466
寺久保124,出流原町1020-3,出流原町,099-001,36.363699,139.5398239
寺久保123,出流原町1057,出流原町,099-002,36.36438391,139.5396188
寺久保114,出流原町1093,出流原町,099-006,36.36465393,139.5419769
後山202,出流原町1120-9,出流原町,099-012,36.3638214,139.5514311
寺久保319,出流原町1543,出流原町,099-017,36.36421767,139.5311446
寺久保321,出流原町1553,出流原町,099-018,36.36362639,139.5316568
寺久保323,出流原町1562,出流原町,099-019,36.36319195,139.5311116
大門460,出流原町598-2,出流原町,099-020,36.36036781,139.544438
後山204,出流原町2238,出流原町,099-024,36.36462298,139.5514264
後山220,出流原町2238-10,出流原町,099-025,36.36385391,139.5507337
寺久保330,,出流原町,099-035,36.36159495,139.5325592
後山491,出流原町373-2,出流原町,099-039,36.36412583,139.5487213
後山130,出流原町39,出流原町,099-041,36.36424488,139.5455227
大門433,出流原町452-1,出流原町,099-050,36.36161776,139.5497713
大門435,出流原町467,出流原町,099-051,36.36222742,139.5486552
後山222,出流原町478,出流原町,099-052,36.36432635,139.5498577
大門426,出流原町498-4,出流原町,099-054,36.36114974,139.5484118
後山011,出流原町512,出流原町,099-055,36.36329645,139.5472754
後山014,出流原町515,出流原町,099-056,36.36330749,139.5462019
大門479,出流原町541,出流原町,099-057,36.36108027,139.5473616
大門455,出流原町591,出流原町,099-062,36.35923436,139.5449529
大門443,出流原町603,出流原町,099-063,36.36113917,139.5448692
大門451,出流原町614-4,出流原町,099-064,36.35949464,139.5465959
大門422,出流原町614-7,出流原町,099-065,36.35983125,139.5473458
大門424,出流原町622-1,出流原町,099-066,36.36058201,139.5479482
大門438,出流原町667-12,出流原町,099-067,36.36180667,139.5506879
大門481,出流原町667-21,出流原町,099-068,36.36171193,139.5503774
大門473,出流原町687-4,出流原町,099-069,36.3611603,139.5458955
大門404,出流原町715,出流原町,099-071,36.35908378,139.5436961
大門064,出流原町723,出流原町,099-072,36.35982399,139.5431011
大門067,出流原町734-1,出流原町,099-073,36.36060613,139.5433311
大門469,出流原町741-8,出流原町,099-075,36.3611827,139.5441618
大門071,出流原町742-2,出流原町,099-076,36.36202649,139.5437629
後山139,出流原町752,出流原町,099-077,36.36221679,139.5447484
後山104,出流原町756,出流原町,099-078,36.36330974,139.5452653
後山113,出流原町768-2,出流原町,099-079,36.3637213,139.5442759
大門445,出流原町774,出流原町,099-080,36.3615152,139.5449918
寺久保109,出流原町809-2,出流原町,099-083,36.36396323,139.5423935
大門723,出流原町820,出流原町,099-084,36.36348992,139.5432233
大門541,出流原町840-3,出流原町,099-085,36.36240504,139.541657
大門545,出流原町849,出流原町,099-086,36.36217672,139.5428283
大門590,出流原町867,出流原町,099-087,36.36140152,139.5417109
大門532,出流原町875,出流原町,099-088,36.3608183,139.5414863
大門534,出流原町877-2,出流原町,099-089,36.36070276,139.5418909
大門542,出流原町888,出流原町,099-091,36.36015366,139.5427969
大門557,出流原町890-7,出流原町,099-092,36.35984757,139.5425656
後山150,出流原町9000,出流原町,099-093,36.3644304,139.5444193
寺久保318,出流原町9000,出流原町,099-095,36.36415769,139.531552
大門588,出流原町9000,出流原町,099-097,36.36106274,139.5430833
大門606,出流原町9000,出流原町,099-098,36.36142592,139.5514675
大門809,出流原町9000,出流原町,099-099,36.35891197,139.5487065
大門807,出流原町9000,出流原町,099-100,36.35890809,139.5492365
寺久保325,出流原町9000,出流原町,099-102,36.3633161,139.5317346
大門506,出流原町906-5,出流原町,099-104,36.3595729,139.5408482
大門504,出流原町909,出流原町,099-105,36.35947979,139.5412463
大門503,出流原町912-2,出流原町,099-106,36.35926792,139.5416257
大門508,出流原町918,出流原町,099-107,36.3594068,139.5402588
大門513,出流原町923-3,出流原町,099-108,36.35927511,139.5394823
大門514,出流原町926-2,出流原町,099-109,36.3598853,139.5393865
大門571,出流原町941,出流原町,099-110,36.36063767,139.5388715
大門515,出流原町950,出流原町,099-111,36.36001,139.5390062
大門500,出流原町950,出流原町,099-112,36.36014528,139.5394814
大門512,出流原町951,出流原町,099-113,36.35986531,139.5396873
大門507,出流原町954-6,出流原町,099-114,36.35973171,139.5404099
大門511,出流原町955,出流原町,099-115,36.359785,139.5400523
大門523,出流原町958-2,出流原町,099-116,36.36048077,139.5407847
大門528,出流原町976,出流原町,099-117,36.36157175,139.5395314
大門536,出流原町989-2,出流原町,099-118,36.3612499,139.5411463
大門539,出流原町991,出流原町,099-119,36.36200012,139.5414799
大門540,出流原町991,出流原町,099-120,36.36193897,139.5410938
大門526,出流原町991,出流原町,099-121,36.36118569,139.5406171
寺久保152,出流原町1061,出流原町,099-130,36.36416947,139.5390935
下町176,吉水町1061,下町,101-001,36.35770919,139.5717163
下町117,吉水町1061,下町,101-002,36.35850574,139.5723412
下町170,吉水町1114-8,下町,101-003,36.35964922,139.5752633
下町127,小見町1354,下町,101-004,36.35869074,139.5715848
下町128,小見町1373,下町,101-005,36.35982587,139.5730618
下町135,小見町1373-3,下町,101-006,36.36003002,139.5716231
下町148,石塚町1838,下町,101-007,36.36122738,139.5693835
下町169,石塚町1838,下町,101-008,36.36182063,139.5691963
下町123,田沼町1061,下町,101-010,36.35820212,139.572142
